rowid,publication_year,author_keywords
210,2022,particle filters
210,2022,replicator dynamics
211,2022,ISM: clouds
211,2022,ISM: jets and outflows
211,2022,ISM: molecules
211,2022,stars: formation
211,2022,stars: massive
211,2022,radio lines: ISM
212,2022,biotrophic fungi
212,2022,Chiroptera
212,2022,host-parasite interactions
212,2022,Nycteribiidae
212,2022,sex-biased infection
212,2022,symbiosis
213,2022,binaries: general
213,2022,stars: evolution
213,2022,stars: oscillations
213,2022,stars: variables: Cepheids
214,2022,lipoprotein(a)
214,2022,familial hypercholesterolemia
214,2022,cardiovascular risk
214,2022,data mining
214,2022,atherosclerosis
215,2022,C and N cycle
215,2022,enzymes activity
215,2022,land use
215,2022,microbial processes
215,2022,nutrient supply
216,2022,Cervical cord
216,2022,C2 spinal nerve
216,2022,Trigeminal nerve
216,2022,Trigeminocervical complex
216,2022,Nociceptive afferents
216,2022,Cell imaging
216,2022,Marginal zone
217,2022,renewable energy resources
217,2022,linear regression
217,2022,dynamic electricity pricing scheme
217,2022,demand response
217,2022,particle swarm optimization
218,2022,pig
218,2022,heat stress
218,2022,digestibility of minerals
218,2022,electrolyte balance
219,2022,passive physical exercise
219,2022,object recognition
219,2022,open field activity
219,2022,muscle strength
219,2022,healthy aging
220,2022,Cardiac magnetic resonance
220,2022,Cardiovascular health
220,2022,Coffee consumption
221,2022,Survey
221,2022,Europe
221,2022,Neonatal resuscitation
222,2022,deuterium-depleted water (DDW)
222,2022,cancer prevention
222,2022,median survival time (MST)
222,2022,metabolism
222,2022,anticancer drug development
222,2022,cancer recurrence
222,2022,gene expression
222,2022,D
222,2022,H ratio
222,2022,production of metabolic water
222,2022,NanoString technology
223,2022,Monogonant
223,2022,Rotifer
223,2022,Biopolymer
223,2022,beta-amyloid
223,2022,Aggregation
223,2022,Euchlanis dilatata
224,2022,Deliquescence
224,2022,Mars
224,2022,Near-surface relative humidity
224,2022,General circulation model
224,2022,Liquid water
225,2022,Staphylococcus aureus carriage
225,2022,Wild animals
225,2022,MecC
225,2022,MRSA carriage
225,2022,Whole-genome sequencing
225,2022,Hedgehog
225,2022,Exfoliative toxin E
226,2022,Key words
226,2022,approximation algorithms
226,2022,directed hypergraphs
226,2022,Horn minimization
226,2022,implicational
227,2022,van Hiele levels
227,2022,understanding geometry
227,2022,development
228,2022,ProgCont system
228,2022,programming education
228,2022,automatic solution evaluation
228,2022,test case annotations
229,2022,glomerulonephritis
229,2022,inflammation
229,2022,vasculitis
230,2022,veiled-face recognition
230,2022,deep learning
230,2022,convolutional neural networks
230,2022,age recognition
230,2022,gender recognition
230,2022,facial expression recognition
230,2022,FER
230,2022,eye smile recognition
231,2022,nitridation
231,2022,Ni-Cr-N system
231,2022,diffusion
231,2022,internal precipitation
231,2022,microstructure
232,2022,generational renewal
232,2022,sustainability
232,2022,education
232,2022,Hungary
232,2022,access to land
232,2022,farming traditions
233,2022,skin
233,2022,psoriasis
233,2022,circadian rhythm
234,2022,internet
234,2022,blog
234,2022,podcast
234,2022,video
234,2022,social media
235,2021,IPF
235,2021,treatment
235,2021,regional accessibility
235,2021,registry analysis
235,2021,Central-Eastern Europe
236,2022,Hippo signalling
236,2022,YAP/TAZ
236,2022,Human pluripotent stem cell-derived cardiomyocytes
236,2022,Doxorubicin-induced cardiotoxicity
237,2021,Athlete's heart
237,2021,Isolated cardiomyocyte
237,2021,Active force
237,2021,Cardiac troponin I
238,2022,systemic right ventricle
238,2022,three-dimensional echocardiography
238,2022,congenital heart disease
239,2022,disinfection
239,2022,hydrogen peroxide
239,2022,hypochlorite
239,2022,therapeutic water
239,2022,thermal water
240,2022,3-amidinophenylalanine
240,2022,Trypsin-like serine proteases
240,2022,TMPRSS2
240,2022,Cytochrome P450 enzymes
240,2022,SARS-CoV-2
240,2022,human serum albumin
241,2022,Cytochrome c
241,2022,Glutathione
241,2022,Mitochondria
242,2021,High-risk carcinoma
242,2021,irradiation
242,2021,neoadjuvant hormonal treatment
242,2021,prostate cancer
242,2021,radical prostatectomy
243,2021,honey
243,2021,melissopalynology
243,2021,origin
243,2021,chemometrics
243,2021,authenticity
243,2021,data fusion
244,2021,physical activity
244,2021,screen time
244,2021,healthy lifestyle
244,2021,distance education
244,2021,coronavirus
245,2021,carotid endarterectomy
245,2021,carbon dioxide gap
245,2021,cerebrovascular circulation
245,2021,cortisol
245,2021,L-arginine
245,2021,S100B
245,2021,frailty
245,2021,cervical plexus block
246,2021,Cardioprotection
246,2021,Drug development
246,2021,Ischemia
246,2021,Reperfusion
246,2021,Infarction
247,2021,chlorophyll fluorescence imaging
247,2021,PAM fluorometry
247,2021,duckweed test
247,2021,Spirodela polyrhiza
247,2021,phytotoxicity
247,2021,hormesis
248,2021,Dengue-virus infection
248,2021,Zika-virus infection
248,2021,Chikungunya-virus infection
248,2021,differential diagnosis
249,2021,Therapeutic Recreation
249,2021,summer camp
249,2021,illness acceptance
249,2021,young adults
249,2021,serious illness
249,2021,tertiary prevention
250,2021,hemorheology
250,2021,metabolites
250,2021,physical activity
250,2021,training
250,2021,sport
251,2021,schoolchildren
251,2021,Syrian refugees
251,2021,Jordan
251,2021,behavioural symptoms
251,2021,emotional symptoms
252,2021,hydrogen storage
252,2021,Mg-based microstructure
252,2021,severe plastic deformation
252,2021,equal-channel angular pressing
253,2021,dendrite
253,2021,hippocampus
253,2021,CA3 pyramidal cell
253,2021,Ca2+spike
253,2021,action potential
253,2021,burst
253,2021,Rat
254,2022,Cesko summability
254,2022,Hardy-Littlewood maximal function
254,2022,Lebesgue points
255,2021,follow-up
255,2021,sensorimotor training
255,2021,balance training
255,2021,posture
255,2021,quality of life
256,2021,terahertz pulse generation
256,2021,nonlinear optics
256,2021,ultrafast optics
257,2021,Fragmentation
257,2021,Hanski index
257,2021,Historical landscape changes
257,2021,Kurgan
257,2021,Landscape connectivity
258,2021,Sexual Dysfunction
258,2021,Men
258,2021,Erectile Dysfunction
258,2021,Premature Ejaculation
258,2021,Delayed Ejaculation
258,2021,Masturbation
258,2021,Partnered Sex
259,2021,transglutaminase
259,2021,TG4
259,2021,TGp
259,2021,protein crosslinking
259,2021,enzyme activity
259,2021,substrate search
259,2021,proteomic analysis
259,2021,tissue distribution
259,2021,database reanalysis
259,2021,prostate cancer
260,2021,adverse events
260,2021,burnout
260,2021,COVID-19
260,2021,quality of life
260,2021,theoretical model
261,2021,chlorophyll
261,2021,chloroplast
261,2021,granum
261,2021,polyethylene glycol (PEG)
261,2021,small-angle neutron scattering (SANS)
261,2021,swelling
261,2021,transmission electron microscope (TEM)
261,2021,vegetative propagation
262,2021,Acute heart failure
262,2021,Diuretics
262,2021,Urinary sodium
262,2021,Decongestion
262,2021,Protocol
263,2021,Barrier
263,2021,Enteric Ganglion
263,2021,Macrophage
263,2021,ECM
263,2021,Intraganglionic Macrophage
263,2021,Colitis
264,2022,Oxidation
264,2022,Ellingham
264,2022,Parabolic rate
264,2022,Zirconium
264,2022,Ellipsometry
265,2021,Calcium
265,2021,Chelates
265,2021,Density functional calculations
265,2021,Dyes
265,2021,Fluorescent probes
266,2021,Tourette syndrome
266,2021,signal-to-noise ratio
266,2021,dopamine
266,2021,cognition
267,2021,personalized medication
267,2021,vaginal ring
267,2021,3D printing
267,2021,FDM
267,2021,dissolution test
267,2021,biocompatibility
267,2021,MTT assay
268,2021,N-acetyltransferase (NAT)
268,2021,xenobiotic
268,2021,acyl coenzyme A
268,2021,arylamine
268,2021,pollutant detoxification
268,2021,comparative analysis
268,2021,functional divergence
268,2021,bacteria
268,2021,Bacillus
268,2021,actinobacteria
268,2021,Actinobacteria
268,2021,eubacteria
268,2021,xenobiotic compounds
269,2021,titin
269,2021,athlete's heart
269,2021,cardiac myofibril
269,2021,AFM
269,2021,transverse stiffness
270,2021,immobilized enzyme reactor
270,2021,adsorption
270,2021,peptide mapping
270,2021,capillary electrophoresis
270,2021,human tear
271,2021,folate-targeted cancer diagnosis
271,2021,polymer conjugates
271,2021,multivalency
271,2021,chemo-enzymatic synthesis
271,2021,in vitro screening
271,2021,in vivo screening
272,2022,Glucagon-like peptide 1 receptor
272,2022,Neuropeptide Y
272,2022,Arcuate nucleus
272,2022,Energy homeostasis
273,2021,organizational sustainability
273,2021,knowledge management
273,2021,total quality management
273,2021,sustainable development
273,2021,circular economy
273,2021,linear economy
274,2021,Agaricales
274,2021,Biogeography
274,2021,ITS
274,2021,Myxacium
274,2021,New taxon
274,2021,Phylogeny
274,2021,Taxonomy
275,2021,Propofol
275,2021,Cerebral blood flow
275,2021,Cerebral autoregulation
275,2021,CO < sub > 2 <
275,2021,sub >-reactivity
275,2021,Applanation tonometry
275,2021,Transcranial Doppler
276,2021,ADHD
276,2021,perfectionism
276,2021,association
276,2021,suicidal behavior (SB)
276,2021,riskfactor
277,2022,ADP-ribosylation
277,2022,MARylation
277,2022,PARP
277,2022,PARylation
277,2022,posttranslational modification
278,2021,addictive behavior
278,2021,compulsive sexual behavior
278,2021,impulsive behavior
278,2021,pornography
278,2021,sexuality
278,2021,sexual well-being
279,2021,Approximate Number System
279,2021,counting
279,2021,learning
279,2021,mathematical cognition
280,2021,automated patch-clamp
280,2021,sodium channel inhibitor
280,2021,binding kinetics
280,2021,riluzole
280,2021,lidocaine
280,2021,benzocaine
280,2021,bupivacaine
281,2021,Neuromuscular blocking agent
281,2021,Selective relaxant binding agent
281,2021,Cyclodextrin
281,2021,Sugammadex
281,2021,Rocuronium
281,2021,Pipecuronium
281,2021,Vecuronium
281,2021,Phrenic nerve
281,2021,Hemidiaphragm
282,2021,PDMS
282,2021,Enzyme reactor
282,2021,Peptide mapping
282,2021,COMSOL
282,2021,Layer bed
282,2021,Saliva
283,2022,Hemodialysis
283,2022,Peritoneal dialysis
283,2022,Irisin
283,2022,Vascular stiffness
283,2022,Insulin resistance
283,2022,Bone resorption
284,2021,deep brain stimulation
284,2021,epilepsy
284,2021,women of childbearing age
284,2021,pregnancy
284,2021,risk
284,2021,foetal malformations
284,2021,maternal mortality
285,2021,Kulcsszavak
285,2021,2-es tipusu diabetes mellitus
285,2021,szorongas
285,2021,komorbiditas
285,2021,type 2 diabetes mellitus
285,2021,anxiety
285,2021,comorbidity
286,2021,NK-92MI
286,2021,Galectin-9
286,2021,TIM-3
286,2021,cytotoxicity
287,2021,anorexia nervosa
287,2021,type 1 diabetes
287,2021,adolescence
287,2021,multidisciplinary treatment
287,2021,family-based treatment
287,2021,cog-nitive behavior therapy
287,2021,cognitive behavior therapy
288,2021,heartbeat perception
288,2021,signal detection
288,2021,response bias
288,2021,sensitivity
288,2021,interoceptive accuracy
289,2021,vitamin D
289,2021,vitamin D deficiency
289,2021,cardiovascular disease
289,2021,carotid artery
289,2021,vascular reactivity
289,2021,prostanoid pathway
289,2021,gender
289,2021,rat model
290,2021,atrial appendage
290,2021,atrial fibrillation
290,2021,computed tomography
290,2021,stroke
290,2021,thromboembolism
291,2022,COVID-19
291,2022,BNT162b2 vaccine
291,2022,Hemodialysis
292,2021,Endothelium
292,2021,cell migration
292,2021,phosphorylation
292,2021,phosphatase
292,2021,TIMAP
293,2021,Kaplan-Meier plot
293,2021,internet
293,2021,Cox regression
293,2021,follow-up
293,2021,multivariate analysis
293,2021,survival
294,2021,Deoxynivalenol
294,2021,T-2 toxin
294,2021,HIEC-6
294,2021,Oxidative stress
294,2021,Inflammation
294,2021,Tight junctions
295,2021,Growth delay
295,2021,Neurodevelopmental disorders
295,2021,Chromosome 16q
295,2021,Deletion
295,2021,Copy number variation
296,2021,neostigmine
296,2021,neuromuscular block
296,2021,perioperative complications
296,2021,postoperative pulmonary complications
296,2021,reversal
296,2021,sugammadex
297,2021,ZNF217
297,2021,isoform
297,2021,splice variant
297,2021,prognosis
297,2021,breast cancer
298,2021,groundwater quality
298,2021,environmental pollution
298,2021,cleaning process
298,2021,sewerage network
298,2021,GIS
298,2021,multivariate statistical analysis
299,2021,Experimental design
299,2021,NMR
299,2021,Sulfated gamma-cyclodextrin
299,2021,Sunosi
299,2021,Validation
300,2021,Balance training
300,2021,Motor skill acquisition
300,2021,Motor skill retention
300,2021,Specificity
300,2021,Transcranial magnetic stimulation
300,2021,Intermuscular coherence
301,2021,Multiple Criteria Decision Analysis
301,2021,health technology assessement
301,2021,value
301,2021,patient
301,2021,payer
302,2021,Microwave-assisted digestion
302,2021,Sample preparation
302,2021,Element analysis
302,2021,Propolis
302,2021,Geographical identification
303,2021,Generalized entropy
303,2021,Generalized variance
303,2021,Multidimensional inequality
303,2021,Poverty
303,2021,Theil-indices
303,2021,Wilks
303,2021,Lambda
304,2022,Cardiopulmonary resuscitation
304,2022,Post-resuscitation care
304,2022,Asymmetric dimethylarginine
304,2022,Prognostication
304,2022,Cardiac arrest
304,2022,Mortality
305,2021,HAT-7
305,2021,ameloblast
305,2021,amelogenesis
305,2021,bicarbonate transport
305,2021,intracellular pH
305,2021,calcium signaling
305,2021,tight junction
305,2021,fluoride
306,2021,Obesity
306,2021,Sleep patterns
306,2021,Accelerometry
306,2021,Actigraph
307,2021,oxidative stress
307,2021,right ventricle
307,2021,heart failure
307,2021,HFrEF
307,2021,diastolic dysfunction
307,2021,CaMKII
307,2021,PKG
307,2021,cardiomyocyte
307,2021,passive stiffness
307,2021,titin
307,2021,Ca2+-sensitivity
307,2021,myofilament proteins
308,2021,aggressive lymphoma
308,2021,liquid biopsy
308,2021,cell-free nucleic acid
308,2021,gene fusion
308,2021,mutation analysis
308,2021,next-generation sequencing (NGS)
309,2021,valproic acid
309,2021,epilepsy
309,2021,glioma
309,2021,glioblastoma
309,2021,survival
310,2021,atorvastatin
310,2021,cell penetrating peptide
310,2021,dipole potential
310,2021,lysosomal escape
310,2021,penetratin
311,2021,Cell-penetrating peptides
311,2021,Oligoarginine
311,2021,Cationic cell-penetrating peptides
311,2021,Drug conjugates
311,2021,Antitumor activity
312,2021,Bacillus cereus
312,2021,Cardinal temperatures
312,2021,Stochastic model
312,2021,Tertiary modelling
312,2021,Microbial risk assessment
313,2022,systemic sclerosis
313,2022,randomized controlled trial
313,2022,epidemiology
314,2021,awareness
314,2021,Hungary
314,2021,infection control
314,2021,knowledge
314,2021,nurse
315,2021,disease burden
315,2021,chronic kidney disease
315,2021,global burden of disease
315,2021,inequalities
315,2021,socioeconomic development
316,2021,IgA nephropathy
316,2021,celiac disease
316,2021,tissue transglutaminase autoantibody
316,2021,tissue transglutaminase-targeted IgA deposits
317,2021,box and whisker plots
317,2021,Cladina
317,2021,lichen-forming fungi
317,2021,PCA
317,2021,protected species
318,2021,survivin
318,2021,lung cancer
318,2021,ELISA
318,2021,disease progression
318,2021,biomarker
319,2021,levodopa&#8208
319,2021,carbidopa intestinal gel
319,2021,monotherapy
319,2021,Parkinson&apos
319,2021,s disease
319,2021,drug polytherapy
319,2021,observational studies
320,2021,leadership
320,2021,culture
320,2021,compassion
320,2021,nursing
320,2021,midwifery
320,2021,managers
320,2021,cultural competence
321,2021,tumor mimic
321,2021,pseudotumor
321,2021,cadaver workshop
321,2021,hands-on training
321,2021,lung tumor
322,2021,Group-affirmation
322,2021,Collective action
322,2021,Social norms
323,2021,Acute myocardial infarction
323,2021,Heart failure
323,2021,Angiotensin&#8208
323,2021,converting enzyme inhibitor
323,2021,Angiotensin receptor&#8211
323,2021,neprilysin inhibitor
323,2021,Sacubitril
323,2021,valsartan
324,2021,Climate change
324,2021,Phenotypic plasticity
324,2021,Secale sylvestre
324,2021,Seed production
324,2021,Shoot growth
324,2021,Transgenerational plasticity
325,2021,Stress/strain measurements
325,2021,X-ray analysis
325,2021,Iron alloys
325,2021,Hardness
325,2021,Work hardening
325,2021,Surface treatment
326,2021,Guidelines
326,2021,acute cardiac care
